condition,qid,q_label,page_id,filename,gt,model,run,response,signed_error
guided,18,Stay w/ person name,19,AVS IS 758-781 1768 11 07.jpg,5,Claude (thinking),3,4,-1
guided,19,Bracket total,19,AVS IS 758-781 1768 11 07.jpg,3,Claude (thinking),3,6,3
guided,7,Archivist marks,20,AVS IS 758-781 1768 11 28.jpg,2,Claude (thinking),3,1,-1
guided,8,Quondam count,20,AVS IS 758-781 1768 11 28.jpg,2,Claude (thinking),3,2,0
guided,9,Con count,20,AVS IS 758-781 1768 11 28.jpg,7,Claude (thinking),3,7,0
guided,11,E conjunction count,20,AVS IS 758-781 1768 11 28.jpg,0,Claude (thinking),3,0,0
guided,13,Named travelers,20,AVS IS 758-781 1768 11 28.jpg,22,Claude (thinking),3,20,-2
guided,14,Unnamed travelers,20,AVS IS 758-781 1768 11 28.jpg,10,Claude (thinking),3,10,0
guided,15,Places of origin,20,AVS IS 758-781 1768 11 28.jpg,13,Claude (thinking),3,10,-3
guided,16,Unique places of stay,20,AVS IS 758-781 1768 11 28.jpg,8,Claude (thinking),3,7,-1
guided,18,Stay w/ person name,20,AVS IS 758-781 1768 11 28.jpg,4,Claude (thinking),3,5,1
guided,19,Bracket total,20,AVS IS 758-781 1768 11 28.jpg,5,Claude (thinking),3,4,-1
guided,7,Archivist marks,29,AVS IS 758-781 1769 05 p1.jpg,0,Claude (thinking),3,0,0
guided,8,Quondam count,29,AVS IS 758-781 1769 05 p1.jpg,4,Claude (thinking),3,3,-1
guided,9,Con count,29,AVS IS 758-781 1769 05 p1.jpg,2,Claude (thinking),3,2,0
guided,11,E conjunction count,29,AVS IS 758-781 1769 05 p1.jpg,4,Claude (thinking),3,4,0
guided,13,Named travelers,29,AVS IS 758-781 1769 05 p1.jpg,13,Claude (thinking),3,13,0
guided,14,Unnamed travelers,29,AVS IS 758-781 1769 05 p1.jpg,6,Claude (thinking),3,6,0
guided,15,Places of origin,29,AVS IS 758-781 1769 05 p1.jpg,2,Claude (thinking),3,2,0
guided,16,Unique places of stay,29,AVS IS 758-781 1769 05 p1.jpg,9,Claude (thinking),3,10,1
guided,18,Stay w/ person name,29,AVS IS 758-781 1769 05 p1.jpg,13,Claude (thinking),3,13,0
guided,19,Bracket total,29,AVS IS 758-781 1769 05 p1.jpg,0,Claude (thinking),3,0,0
guided,7,Archivist marks,30,AVS IS 758-781 1769 05 p2.jpg,0,Claude (thinking),3,0,0
guided,8,Quondam count,30,AVS IS 758-781 1769 05 p2.jpg,8,Claude (thinking),3,8,0
guided,9,Con count,30,AVS IS 758-781 1769 05 p2.jpg,1,Claude (thinking),3,1,0
guided,11,E conjunction count,30,AVS IS 758-781 1769 05 p2.jpg,0,Claude (thinking),3,4,4
guided,13,Named travelers,30,AVS IS 758-781 1769 05 p2.jpg,22,Claude (thinking),3,22,0
guided,14,Unnamed travelers,30,AVS IS 758-781 1769 05 p2.jpg,1,Claude (thinking),3,1,0
guided,15,Places of origin,30,AVS IS 758-781 1769 05 p2.jpg,10,Claude (thinking),3,10,0
guided,16,Unique places of stay,30,AVS IS 758-781 1769 05 p2.jpg,11,Claude (thinking),3,12,1
guided,18,Stay w/ person name,30,AVS IS 758-781 1769 05 p2.jpg,13,Claude (thinking),3,12,-1
guided,19,Bracket total,30,AVS IS 758-781 1769 05 p2.jpg,3,Claude (thinking),3,3,0
guided,7,Archivist marks,31,AVS IS 758-781 1770 03.jpg,1,Claude (thinking),3,1,0
guided,8,Quondam count,31,AVS IS 758-781 1770 03.jpg,0,Claude (thinking),3,0,0
guided,9,Con count,31,AVS IS 758-781 1770 03.jpg,2,Claude (thinking),3,2,0
guided,11,E conjunction count,31,AVS IS 758-781 1770 03.jpg,0,Claude (thinking),3,0,0
guided,13,Named travelers,31,AVS IS 758-781 1770 03.jpg,14,Claude (thinking),3,14,0
guided,14,Unnamed travelers,31,AVS IS 758-781 1770 03.jpg,3,Claude (thinking),3,3,0
guided,15,Places of origin,31,AVS IS 758-781 1770 03.jpg,6,Claude (thinking),3,6,0
guided,16,Unique places of stay,31,AVS IS 758-781 1770 03.jpg,3,Claude (thinking),3,3,0
guided,18,Stay w/ person name,31,AVS IS 758-781 1770 03.jpg,9,Claude (thinking),3,11,2
guided,19,Bracket total,31,AVS IS 758-781 1770 03.jpg,4,Claude (thinking),3,5,1
guided,7,Archivist marks,32,AVS IS 758-781 1770 05 13.jpg,2,Claude (thinking),3,2,0
guided,8,Quondam count,32,AVS IS 758-781 1770 05 13.jpg,0,Claude (thinking),3,0,0
guided,9,Con count,32,AVS IS 758-781 1770 05 13.jpg,7,Claude (thinking),3,7,0
guided,11,E conjunction count,32,AVS IS 758-781 1770 05 13.jpg,1,Claude (thinking),3,1,0
guided,13,Named travelers,32,AVS IS 758-781 1770 05 13.jpg,16,Claude (thinking),3,17,1
guided,14,Unnamed travelers,32,AVS IS 758-781 1770 05 13.jpg,7,Claude (thinking),3,8,1
guided,15,Places of origin,32,AVS IS 758-781 1770 05 13.jpg,9,Claude (thinking),3,9,0
guided,16,Unique places of stay,32,AVS IS 758-781 1770 05 13.jpg,5,Claude (thinking),3,5,0
guided,18,Stay w/ person name,32,AVS IS 758-781 1770 05 13.jpg,1,Claude (thinking),3,1,0
guided,19,Bracket total,32,AVS IS 758-781 1770 05 13.jpg,2,Claude (thinking),3,2,0
guided,7,Archivist marks,34,AVS IS 758-781 1770 05 17 p1.jpg,2,Claude (thinking),3,2,0
guided,8,Quondam count,34,AVS IS 758-781 1770 05 17 p1.jpg,0,Claude (thinking),3,0,0
guided,9,Con count,34,AVS IS 758-781 1770 05 17 p1.jpg,8,Claude (thinking),3,8,0
guided,11,E conjunction count,34,AVS IS 758-781 1770 05 17 p1.jpg,3,Claude (thinking),3,3,0
guided,13,Named travelers,34,AVS IS 758-781 1770 05 17 p1.jpg,29,Claude (thinking),3,28,-1
guided,14,Unnamed travelers,34,AVS IS 758-781 1770 05 17 p1.jpg,16,Claude (thinking),3,16,0
guided,15,Places of origin,34,AVS IS 758-781 1770 05 17 p1.jpg,14,Claude (thinking),3,13,-1
guided,16,Unique places of stay,34,AVS IS 758-781 1770 05 17 p1.jpg,7,Claude (thinking),3,8,1
guided,18,Stay w/ person name,34,AVS IS 758-781 1770 05 17 p1.jpg,4,Claude (thinking),3,4,0
guided,19,Bracket total,34,AVS IS 758-781 1770 05 17 p1.jpg,6,Claude (thinking),3,6,0
guided,7,Archivist marks,35,AVS IS 758-781 1770 05 17 p2.jpg,1,Claude (thinking),3,1,0
guided,8,Quondam count,35,AVS IS 758-781 1770 05 17 p2.jpg,4,Claude (thinking),3,0,-4
guided,9,Con count,35,AVS IS 758-781 1770 05 17 p2.jpg,1,Claude (thinking),3,3,2
guided,11,E conjunction count,35,AVS IS 758-781 1770 05 17 p2.jpg,0,Claude (thinking),3,1,1
guided,13,Named travelers,35,AVS IS 758-781 1770 05 17 p2.jpg,17,Claude (thinking),3,17,0
guided,14,Unnamed travelers,35,AVS IS 758-781 1770 05 17 p2.jpg,1,Claude (thinking),3,1,0
guided,15,Places of origin,35,AVS IS 758-781 1770 05 17 p2.jpg,8,Claude (thinking),3,8,0
guided,16,Unique places of stay,35,AVS IS 758-781 1770 05 17 p2.jpg,10,Claude (thinking),3,11,1
guided,18,Stay w/ person name,35,AVS IS 758-781 1770 05 17 p2.jpg,13,Claude (thinking),3,13,0
guided,19,Bracket total,35,AVS IS 758-781 1770 05 17 p2.jpg,2,Claude (thinking),3,3,1
guided,7,Archivist marks,36,AVS IS 758-781 1770 05 28 p1.jpg,3,Claude (thinking),3,2,-1
guided,8,Quondam count,36,AVS IS 758-781 1770 05 28 p1.jpg,0,Claude (thinking),3,0,0
guided,9,Con count,36,AVS IS 758-781 1770 05 28 p1.jpg,10,Claude (thinking),3,10,0
guided,11,E conjunction count,36,AVS IS 758-781 1770 05 28 p1.jpg,4,Claude (thinking),3,5,1
guided,13,Named travelers,36,AVS IS 758-781 1770 05 28 p1.jpg,37,Claude (thinking),3,35,-2
guided,14,Unnamed travelers,36,AVS IS 758-781 1770 05 28 p1.jpg,22,Claude (thinking),3,24,2
guided,15,Places of origin,36,AVS IS 758-781 1770 05 28 p1.jpg,19,Claude (thinking),3,18,-1
guided,16,Unique places of stay,36,AVS IS 758-781 1770 05 28 p1.jpg,6,Claude (thinking),3,8,2
guided,18,Stay w/ person name,36,AVS IS 758-781 1770 05 28 p1.jpg,4,Claude (thinking),3,6,2
guided,19,Bracket total,36,AVS IS 758-781 1770 05 28 p1.jpg,8,Claude (thinking),3,10,2
guided,7,Archivist marks,37,AVS IS 758-781 1770 05 28 p2.jpg,4,Claude (thinking),3,3,-1
guided,8,Quondam count,37,AVS IS 758-781 1770 05 28 p2.jpg,0,Claude (thinking),3,0,0
guided,9,Con count,37,AVS IS 758-781 1770 05 28 p2.jpg,16,Claude (thinking),3,10,-6
guided,11,E conjunction count,37,AVS IS 758-781 1770 05 28 p2.jpg,8,Claude (thinking),3,6,-2
guided,13,Named travelers,37,AVS IS 758-781 1770 05 28 p2.jpg,49,Claude (thinking),3,42,-7
guided,14,Unnamed travelers,37,AVS IS 758-781 1770 05 28 p2.jpg,35,Claude (thinking),3,28,-7
guided,15,Places of origin,37,AVS IS 758-781 1770 05 28 p2.jpg,25,Claude (thinking),3,22,-3
guided,16,Unique places of stay,37,AVS IS 758-781 1770 05 28 p2.jpg,8,Claude (thinking),3,10,2
guided,18,Stay w/ person name,37,AVS IS 758-781 1770 05 28 p2.jpg,2,Claude (thinking),3,0,-2
guided,19,Bracket total,37,AVS IS 758-781 1770 05 28 p2.jpg,13,Claude (thinking),3,18,5
guided,7,Archivist marks,38,AVS IS 758-781 1770 05 28 p3.jpg,0,Claude (thinking),3,0,0
guided,8,Quondam count,38,AVS IS 758-781 1770 05 28 p3.jpg,5,Claude (thinking),3,0,-5
guided,9,Con count,38,AVS IS 758-781 1770 05 28 p3.jpg,1,Claude (thinking),3,1,0
guided,11,E conjunction count,38,AVS IS 758-781 1770 05 28 p3.jpg,3,Claude (thinking),3,2,-1
guided,13,Named travelers,38,AVS IS 758-781 1770 05 28 p3.jpg,31,Claude (thinking),3,32,1
guided,14,Unnamed travelers,38,AVS IS 758-781 1770 05 28 p3.jpg,3,Claude (thinking),3,2,-1
guided,15,Places of origin,38,AVS IS 758-781 1770 05 28 p3.jpg,11,Claude (thinking),3,8,-3
guided,16,Unique places of stay,38,AVS IS 758-781 1770 05 28 p3.jpg,10,Claude (thinking),3,11,1
guided,18,Stay w/ person name,38,AVS IS 758-781 1770 05 28 p3.jpg,14,Claude (thinking),3,15,1
guided,19,Bracket total,38,AVS IS 758-781 1770 05 28 p3.jpg,7,Claude (thinking),3,8,1
guided,7,Archivist marks,33,AVS IS 758-781 1770 05.jpg,0,Claude (thinking),3,0,0
guided,8,Quondam count,33,AVS IS 758-781 1770 05.jpg,0,Claude (thinking),3,0,0
guided,9,Con count,33,AVS IS 758-781 1770 05.jpg,4,Claude (thinking),3,4,0
guided,11,E conjunction count,33,AVS IS 758-781 1770 05.jpg,1,Claude (thinking),3,4,3
guided,13,Named travelers,33,AVS IS 758-781 1770 05.jpg,18,Claude (thinking),3,18,0
guided,14,Unnamed travelers,33,AVS IS 758-781 1770 05.jpg,5,Claude (thinking),3,5,0
guided,15,Places of origin,33,AVS IS 758-781 1770 05.jpg,10,Claude (thinking),3,9,-1
guided,16,Unique places of stay,33,AVS IS 758-781 1770 05.jpg,7,Claude (thinking),3,5,-2
guided,18,Stay w/ person name,33,AVS IS 758-781 1770 05.jpg,3,Claude (thinking),3,3,0
guided,19,Bracket total,33,AVS IS 758-781 1770 05.jpg,3,Claude (thinking),3,5,2
guided,7,Archivist marks,39,AVS IS 758-781 1770 08.jpg,1,Claude (thinking),3,1,0
guided,8,Quondam count,39,AVS IS 758-781 1770 08.jpg,0,Claude (thinking),3,0,0
guided,9,Con count,39,AVS IS 758-781 1770 08.jpg,2,Claude (thinking),3,2,0
guided,11,E conjunction count,39,AVS IS 758-781 1770 08.jpg,0,Claude (thinking),3,0,0
guided,13,Named travelers,39,AVS IS 758-781 1770 08.jpg,10,Claude (thinking),3,10,0
guided,14,Unnamed travelers,39,AVS IS 758-781 1770 08.jpg,3,Claude (thinking),3,3,0
guided,15,Places of origin,39,AVS IS 758-781 1770 08.jpg,9,Claude (thinking),3,9,0
guided,16,Unique places of stay,39,AVS IS 758-781 1770 08.jpg,5,Claude (thinking),3,5,0
guided,18,Stay w/ person name,39,AVS IS 758-781 1770 08.jpg,1,Claude (thinking),3,1,0
guided,19,Bracket total,39,AVS IS 758-781 1770 08.jpg,1,Claude (thinking),3,1,0
guided,7,Archivist marks,28,AVS IS 758-781 1766 02.jpg,0,Claude (thinking),4,0,0
guided,8,Quondam count,28,AVS IS 758-781 1766 02.jpg,9,Claude (thinking),4,7,-2
guided,9,Con count,28,AVS IS 758-781 1766 02.jpg,4,Claude (thinking),4,5,1
guided,11,E conjunction count,28,AVS IS 758-781 1766 02.jpg,2,Claude (thinking),4,3,1
guided,13,Named travelers,28,AVS IS 758-781 1766 02.jpg,19,Claude (thinking),4,27,8
guided,14,Unnamed travelers,28,AVS IS 758-781 1766 02.jpg,11,Claude (thinking),4,14,3
guided,15,Places of origin,28,AVS IS 758-781 1766 02.jpg,10,Claude (thinking),4,11,1
guided,16,Unique places of stay,28,AVS IS 758-781 1766 02.jpg,8,Claude (thinking),4,11,3
guided,18,Stay w/ person name,28,AVS IS 758-781 1766 02.jpg,12,Claude (thinking),4,11,-1
guided,19,Bracket total,28,AVS IS 758-781 1766 02.jpg,1,Claude (thinking),4,3,2
guided,7,Archivist marks,2,AVS IS 758-781 1767 02 01 p1.jpg,1,Claude (thinking),4,0,-1
guided,8,Quondam count,2,AVS IS 758-781 1767 02 01 p1.jpg,2,Claude (thinking),4,2,0
guided,9,Con count,2,AVS IS 758-781 1767 02 01 p1.jpg,9,Claude (thinking),4,8,-1
guided,11,E conjunction count,2,AVS IS 758-781 1767 02 01 p1.jpg,3,Claude (thinking),4,3,0
guided,13,Named travelers,2,AVS IS 758-781 1767 02 01 p1.jpg,35,Claude (thinking),4,35,0
guided,14,Unnamed travelers,2,AVS IS 758-781 1767 02 01 p1.jpg,18,Claude (thinking),4,13,-5
guided,15,Places of origin,2,AVS IS 758-781 1767 02 01 p1.jpg,23,Claude (thinking),4,16,-7
guided,16,Unique places of stay,2,AVS IS 758-781 1767 02 01 p1.jpg,7,Claude (thinking),4,8,1
guided,18,Stay w/ person name,2,AVS IS 758-781 1767 02 01 p1.jpg,5,Claude (thinking),4,5,0
guided,19,Bracket total,2,AVS IS 758-781 1767 02 01 p1.jpg,4,Claude (thinking),4,5,1
guided,7,Archivist marks,3,AVS IS 758-781 1767 02 01 p2.jpg,0,Claude (thinking),4,0,0
guided,8,Quondam count,3,AVS IS 758-781 1767 02 01 p2.jpg,1,Claude (thinking),4,1,0
guided,9,Con count,3,AVS IS 758-781 1767 02 01 p2.jpg,1,Claude (thinking),4,1,0
guided,11,E conjunction count,3,AVS IS 758-781 1767 02 01 p2.jpg,0,Claude (thinking),4,1,1
guided,13,Named travelers,3,AVS IS 758-781 1767 02 01 p2.jpg,4,Claude (thinking),4,4,0
guided,14,Unnamed travelers,3,AVS IS 758-781 1767 02 01 p2.jpg,5,Claude (thinking),4,5,0
guided,15,Places of origin,3,AVS IS 758-781 1767 02 01 p2.jpg,2,Claude (thinking),4,2,0
guided,16,Unique places of stay,3,AVS IS 758-781 1767 02 01 p2.jpg,2,Claude (thinking),4,2,0
guided,18,Stay w/ person name,3,AVS IS 758-781 1767 02 01 p2.jpg,1,Claude (thinking),4,1,0
guided,19,Bracket total,3,AVS IS 758-781 1767 02 01 p2.jpg,1,Claude (thinking),4,1,0
guided,7,Archivist marks,4,AVS IS 758-781 1767 02 01 p3.jpg,0,Claude (thinking),4,0,0
guided,8,Quondam count,4,AVS IS 758-781 1767 02 01 p3.jpg,13,Claude (thinking),4,12,-1
guided,9,Con count,4,AVS IS 758-781 1767 02 01 p3.jpg,7,Claude (thinking),4,7,0
guided,11,E conjunction count,4,AVS IS 758-781 1767 02 01 p3.jpg,3,Claude (thinking),4,2,-1
guided,13,Named travelers,4,AVS IS 758-781 1767 02 01 p3.jpg,28,Claude (thinking),4,32,4
guided,14,Unnamed travelers,4,AVS IS 758-781 1767 02 01 p3.jpg,8,Claude (thinking),4,8,0
guided,15,Places of origin,4,AVS IS 758-781 1767 02 01 p3.jpg,12,Claude (thinking),4,11,-1
guided,16,Unique places of stay,4,AVS IS 758-781 1767 02 01 p3.jpg,12,Claude (thinking),4,12,0
guided,18,Stay w/ person name,4,AVS IS 758-781 1767 02 01 p3.jpg,17,Claude (thinking),4,19,2
guided,19,Bracket total,4,AVS IS 758-781 1767 02 01 p3.jpg,0,Claude (thinking),4,4,4
guided,7,Archivist marks,5,AVS IS 758-781 1767 02 01 p4.jpg,0,Claude (thinking),4,0,0
guided,8,Quondam count,5,AVS IS 758-781 1767 02 01 p4.jpg,7,Claude (thinking),4,7,0
guided,9,Con count,5,AVS IS 758-781 1767 02 01 p4.jpg,2,Claude (thinking),4,2,0
guided,11,E conjunction count,5,AVS IS 758-781 1767 02 01 p4.jpg,3,Claude (thinking),4,3,0
guided,13,Named travelers,5,AVS IS 758-781 1767 02 01 p4.jpg,11,Claude (thinking),4,11,0
guided,14,Unnamed travelers,5,AVS IS 758-781 1767 02 01 p4.jpg,4,Claude (thinking),4,4,0
guided,15,Places of origin,5,AVS IS 758-781 1767 02 01 p4.jpg,5,Claude (thinking),4,5,0
guided,16,Unique places of stay,5,AVS IS 758-781 1767 02 01 p4.jpg,9,Claude (thinking),4,9,0
guided,18,Stay w/ person name,5,AVS IS 758-781 1767 02 01 p4.jpg,8,Claude (thinking),4,8,0
guided,19,Bracket total,5,AVS IS 758-781 1767 02 01 p4.jpg,0,Claude (thinking),4,0,0
guided,7,Archivist marks,1,AVS IS 758-781 1767 07 01.jpg,1,Claude (thinking),4,3,2
guided,8,Quondam count,1,AVS IS 758-781 1767 07 01.jpg,10,Claude (thinking),4,10,0
guided,9,Con count,1,AVS IS 758-781 1767 07 01.jpg,4,Claude (thinking),4,4,0
guided,11,E conjunction count,1,AVS IS 758-781 1767 07 01.jpg,6,Claude (thinking),4,7,1
guided,13,Named travelers,1,AVS IS 758-781 1767 07 01.jpg,34,Claude (thinking),4,35,1
guided,14,Unnamed travelers,1,AVS IS 758-781 1767 07 01.jpg,12,Claude (thinking),4,13,1
guided,15,Places of origin,1,AVS IS 758-781 1767 07 01.jpg,17,Claude (thinking),4,14,-3
guided,16,Unique places of stay,1,AVS IS 758-781 1767 07 01.jpg,5,Claude (thinking),4,6,1
guided,18,Stay w/ person name,1,AVS IS 758-781 1767 07 01.jpg,3,Claude (thinking),4,5,2
guided,19,Bracket total,1,AVS IS 758-781 1767 07 01.jpg,5,Claude (thinking),4,5,0
guided,7,Archivist marks,22,AVS IS 758-781 1768 01 02.jpg,1,Claude (thinking),4,1,0
guided,8,Quondam count,22,AVS IS 758-781 1768 01 02.jpg,4,Claude (thinking),4,6,2
guided,9,Con count,22,AVS IS 758-781 1768 01 02.jpg,11,Claude (thinking),4,11,0
guided,11,E conjunction count,22,AVS IS 758-781 1768 01 02.jpg,3,Claude (thinking),4,3,0
guided,13,Named travelers,22,AVS IS 758-781 1768 01 02.jpg,21,Claude (thinking),4,22,1
guided,14,Unnamed travelers,22,AVS IS 758-781 1768 01 02.jpg,16,Claude (thinking),4,16,0
guided,15,Places of origin,22,AVS IS 758-781 1768 01 02.jpg,13,Claude (thinking),4,13,0
guided,16,Unique places of stay,22,AVS IS 758-781 1768 01 02.jpg,7,Claude (thinking),4,7,0
guided,18,Stay w/ person name,22,AVS IS 758-781 1768 01 02.jpg,5,Claude (thinking),4,5,0
guided,19,Bracket total,22,AVS IS 758-781 1768 01 02.jpg,2,Claude (thinking),4,6,4
guided,7,Archivist marks,23,AVS IS 758-781 1768 01 09.jpg,2,Claude (thinking),4,3,1
guided,8,Quondam count,23,AVS IS 758-781 1768 01 09.jpg,2,Claude (thinking),4,2,0
guided,9,Con count,23,AVS IS 758-781 1768 01 09.jpg,6,Claude (thinking),4,6,0
guided,11,E conjunction count,23,AVS IS 758-781 1768 01 09.jpg,2,Claude (thinking),4,1,-1
guided,13,Named travelers,23,AVS IS 758-781 1768 01 09.jpg,33,Claude (thinking),4,33,0
guided,14,Unnamed travelers,23,AVS IS 758-781 1768 01 09.jpg,8,Claude (thinking),4,10,2
guided,15,Places of origin,23,AVS IS 758-781 1768 01 09.jpg,21,Claude (thinking),4,18,-3
guided,16,Unique places of stay,23,AVS IS 758-781 1768 01 09.jpg,7,Claude (thinking),4,8,1
guided,18,Stay w/ person name,23,AVS IS 758-781 1768 01 09.jpg,6,Claude (thinking),4,6,0
guided,19,Bracket total,23,AVS IS 758-781 1768 01 09.jpg,6,Claude (thinking),4,8,2
guided,7,Archivist marks,24,AVS IS 758-781 1768 01 16 p1.jpg,0,Claude (thinking),4,0,0
guided,8,Quondam count,24,AVS IS 758-781 1768 01 16 p1.jpg,0,Claude (thinking),4,0,0
guided,9,Con count,24,AVS IS 758-781 1768 01 16 p1.jpg,1,Claude (thinking),4,1,0
guided,11,E conjunction count,24,AVS IS 758-781 1768 01 16 p1.jpg,6,Claude (thinking),4,1,-5
guided,13,Named travelers,24,AVS IS 758-781 1768 01 16 p1.jpg,22,Claude (thinking),4,22,0
guided,14,Unnamed travelers,24,AVS IS 758-781 1768 01 16 p1.jpg,3,Claude (thinking),4,2,-1
guided,15,Places of origin,24,AVS IS 758-781 1768 01 16 p1.jpg,13,Claude (thinking),4,12,-1
guided,16,Unique places of stay,24,AVS IS 758-781 1768 01 16 p1.jpg,7,Claude (thinking),4,6,-1
guided,18,Stay w/ person name,24,AVS IS 758-781 1768 01 16 p1.jpg,6,Claude (thinking),4,7,1
guided,19,Bracket total,24,AVS IS 758-781 1768 01 16 p1.jpg,4,Claude (thinking),4,4,0
guided,7,Archivist marks,25,AVS IS 758-781 1768 01 16 p2.jpg,1,Claude (thinking),4,0,-1
guided,8,Quondam count,25,AVS IS 758-781 1768 01 16 p2.jpg,0,Claude (thinking),4,0,0
guided,9,Con count,25,AVS IS 758-781 1768 01 16 p2.jpg,6,Claude (thinking),4,6,0
guided,11,E conjunction count,25,AVS IS 758-781 1768 01 16 p2.jpg,0,Claude (thinking),4,1,1
guided,13,Named travelers,25,AVS IS 758-781 1768 01 16 p2.jpg,12,Claude (thinking),4,12,0
guided,14,Unnamed travelers,25,AVS IS 758-781 1768 01 16 p2.jpg,9,Claude (thinking),4,9,0
guided,15,Places of origin,25,AVS IS 758-781 1768 01 16 p2.jpg,9,Claude (thinking),4,9,0
guided,16,Unique places of stay,25,AVS IS 758-781 1768 01 16 p2.jpg,6,Claude (thinking),4,6,0
guided,18,Stay w/ person name,25,AVS IS 758-781 1768 01 16 p2.jpg,2,Claude (thinking),4,2,0
guided,19,Bracket total,25,AVS IS 758-781 1768 01 16 p2.jpg,2,Claude (thinking),4,2,0
guided,7,Archivist marks,26,AVS IS 758-781 1768 01 16 p3.jpg,0,Claude (thinking),4,0,0
guided,8,Quondam count,26,AVS IS 758-781 1768 01 16 p3.jpg,8,Claude (thinking),4,8,0
guided,9,Con count,26,AVS IS 758-781 1768 01 16 p3.jpg,2,Claude (thinking),4,2,0
guided,11,E conjunction count,26,AVS IS 758-781 1768 01 16 p3.jpg,4,Claude (thinking),4,4,0
guided,13,Named travelers,26,AVS IS 758-781 1768 01 16 p3.jpg,24,Claude (thinking),4,24,0
guided,14,Unnamed travelers,26,AVS IS 758-781 1768 01 16 p3.jpg,6,Claude (thinking),4,6,0
guided,15,Places of origin,26,AVS IS 758-781 1768 01 16 p3.jpg,8,Claude (thinking),4,8,0
guided,16,Unique places of stay,26,AVS IS 758-781 1768 01 16 p3.jpg,13,Claude (thinking),4,14,1
guided,18,Stay w/ person name,26,AVS IS 758-781 1768 01 16 p3.jpg,18,Claude (thinking),4,19,1
guided,19,Bracket total,26,AVS IS 758-781 1768 01 16 p3.jpg,1,Claude (thinking),4,1,0
guided,7,Archivist marks,27,AVS IS 758-781 1768 02 20.jpg,0,Claude (thinking),4,0,0
guided,8,Quondam count,27,AVS IS 758-781 1768 02 20.jpg,0,Claude (thinking),4,0,0
guided,9,Con count,27,AVS IS 758-781 1768 02 20.jpg,12,Claude (thinking),4,11,-1
guided,11,E conjunction count,27,AVS IS 758-781 1768 02 20.jpg,3,Claude (thinking),4,6,3
guided,13,Named travelers,27,AVS IS 758-781 1768 02 20.jpg,35,Claude (thinking),4,32,-3
guided,14,Unnamed travelers,27,AVS IS 758-781 1768 02 20.jpg,17,Claude (thinking),4,18,1
guided,15,Places of origin,27,AVS IS 758-781 1768 02 20.jpg,15,Claude (thinking),4,14,-1
guided,16,Unique places of stay,27,AVS IS 758-781 1768 02 20.jpg,5,Claude (thinking),4,6,1
guided,18,Stay w/ person name,27,AVS IS 758-781 1768 02 20.jpg,2,Claude (thinking),4,3,1
guided,19,Bracket total,27,AVS IS 758-781 1768 02 20.jpg,7,Claude (thinking),4,8,1
guided,7,Archivist marks,6,AVS IS 758-781 1768 03 26.jpg,2,Claude (thinking),4,1,-1
guided,8,Quondam count,6,AVS IS 758-781 1768 03 26.jpg,2,Claude (thinking),4,0,-2
guided,9,Con count,6,AVS IS 758-781 1768 03 26.jpg,8,Claude (thinking),4,9,1
guided,11,E conjunction count,6,AVS IS 758-781 1768 03 26.jpg,2,Claude (thinking),4,2,0
guided,13,Named travelers,6,AVS IS 758-781 1768 03 26.jpg,26,Claude (thinking),4,26,0
guided,14,Unnamed travelers,6,AVS IS 758-781 1768 03 26.jpg,10,Claude (thinking),4,12,2
guided,15,Places of origin,6,AVS IS 758-781 1768 03 26.jpg,15,Claude (thinking),4,16,1
guided,16,Unique places of stay,6,AVS IS 758-781 1768 03 26.jpg,7,Claude (thinking),4,9,2
guided,18,Stay w/ person name,6,AVS IS 758-781 1768 03 26.jpg,6,Claude (thinking),4,5,-1
guided,19,Bracket total,6,AVS IS 758-781 1768 03 26.jpg,4,Claude (thinking),4,8,4
guided,7,Archivist marks,7,AVS IS 758-781 1768 05 02.jpg,1,Claude (thinking),4,0,-1
guided,8,Quondam count,7,AVS IS 758-781 1768 05 02.jpg,1,Claude (thinking),4,1,0
guided,9,Con count,7,AVS IS 758-781 1768 05 02.jpg,2,Claude (thinking),4,2,0
guided,11,E conjunction count,7,AVS IS 758-781 1768 05 02.jpg,0,Claude (thinking),4,0,0
guided,13,Named travelers,7,AVS IS 758-781 1768 05 02.jpg,6,Claude (thinking),4,6,0
guided,14,Unnamed travelers,7,AVS IS 758-781 1768 05 02.jpg,2,Claude (thinking),4,2,0
guided,15,Places of origin,7,AVS IS 758-781 1768 05 02.jpg,4,Claude (thinking),4,3,-1
guided,16,Unique places of stay,7,AVS IS 758-781 1768 05 02.jpg,3,Claude (thinking),4,3,0
guided,18,Stay w/ person name,7,AVS IS 758-781 1768 05 02.jpg,3,Claude (thinking),4,3,0
guided,19,Bracket total,7,AVS IS 758-781 1768 05 02.jpg,2,Claude (thinking),4,2,0
guided,7,Archivist marks,9,AVS IS 758-781 1768 05 08 p2.jpg,0,Claude (thinking),4,0,0
guided,8,Quondam count,9,AVS IS 758-781 1768 05 08 p2.jpg,12,Claude (thinking),4,15,3
guided,9,Con count,9,AVS IS 758-781 1768 05 08 p2.jpg,3,Claude (thinking),4,3,0
guided,11,E conjunction count,9,AVS IS 758-781 1768 05 08 p2.jpg,4,Claude (thinking),4,5,1
guided,13,Named travelers,9,AVS IS 758-781 1768 05 08 p2.jpg,33,Claude (thinking),4,38,5
